id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Bcell|Bcell	Bcell|CAF	Bcell|CD4.T	Bcell|EC	Bcell|Exhausted_CD8_T_cell	Bcell|Fast_cycling	Bcell|Fib	Bcell|G0_arrested	Bcell|Mac	Bcell|Mast	Bcell|Peri	Bcell|Plas.B	Bcell|Slow_cycling	Bcell|TAM	Bcell|Treg	Bcell|cDC	Bcell|pDC	CAF|Bcell	CAF|CAF	CAF|CD4.T	CAF|EC	CAF|Exhausted_CD8_T_cell	CAF|Fast_cycling	CAF|Fib	CAF|G0_arrested	CAF|Mac	CAF|Mast	CAF|Peri	CAF|Plas.B	CAF|Slow_cycling	CAF|TAM	CAF|Treg	CAF|cDC	CAF|pDC	CD4.T|Bcell	CD4.T|CAF	CD4.T|CD4.T	CD4.T|EC	CD4.T|Exhausted_CD8_T_cell	CD4.T|Fast_cycling	CD4.T|Fib	CD4.T|G0_arrested	CD4.T|Mac	CD4.T|Mast	CD4.T|Peri	CD4.T|Plas.B	CD4.T|Slow_cycling	CD4.T|TAM	CD4.T|Treg	CD4.T|cDC	CD4.T|pDC	EC|Bcell	EC|CAF	EC|CD4.T	EC|EC	EC|Exhausted_CD8_T_cell	EC|Fast_cycling	EC|Fib	EC|G0_arrested	EC|Mac	EC|Mast	EC|Peri	EC|Plas.B	EC|Slow_cycling	EC|TAM	EC|Treg	EC|cDC	EC|pDC	Exhausted_CD8_T_cell|Bcell	Exhausted_CD8_T_cell|CAF	Exhausted_CD8_T_cell|CD4.T	Exhausted_CD8_T_cell|EC	Exhausted_CD8_T_cell|Exhausted_CD8_T_cell	Exhausted_CD8_T_cell|Fast_cycling	Exhausted_CD8_T_cell|Fib	Exhausted_CD8_T_cell|G0_arrested	Exhausted_CD8_T_cell|Mac	Exhausted_CD8_T_cell|Mast	Exhausted_CD8_T_cell|Peri	Exhausted_CD8_T_cell|Plas.B	Exhausted_CD8_T_cell|Slow_cycling	Exhausted_CD8_T_cell|TAM	Exhausted_CD8_T_cell|Treg	Exhausted_CD8_T_cell|cDC	Exhausted_CD8_T_cell|pDC	Fast_cycling|Bcell	Fast_cycling|CAF	Fast_cycling|CD4.T	Fast_cycling|EC	Fast_cycling|Exhausted_CD8_T_cell	Fast_cycling|Fast_cycling	Fast_cycling|Fib	Fast_cycling|G0_arrested	Fast_cycling|Mac	Fast_cycling|Mast	Fast_cycling|Peri	Fast_cycling|Plas.B	Fast_cycling|Slow_cycling	Fast_cycling|TAM	Fast_cycling|Treg	Fast_cycling|cDC	Fast_cycling|pDC	Fib|Bcell	Fib|CAF	Fib|CD4.T	Fib|EC	Fib|Exhausted_CD8_T_cell	Fib|Fast_cycling	Fib|Fib	Fib|G0_arrested	Fib|Mac	Fib|Mast	Fib|Peri	Fib|Plas.B	Fib|Slow_cycling	Fib|TAM	Fib|Treg	Fib|cDC	Fib|pDC	G0_arrested|Bcell	G0_arrested|CAF	G0_arrested|CD4.T	G0_arrested|EC	G0_arrested|Exhausted_CD8_T_cell	G0_arrested|Fast_cycling	G0_arrested|Fib	G0_arrested|G0_arrested	G0_arrested|Mac	G0_arrested|Mast	G0_arrested|Peri	G0_arrested|Plas.B	G0_arrested|Slow_cycling	G0_arrested|TAM	G0_arrested|Treg	G0_arrested|cDC	G0_arrested|pDC	Mac|Bcell	Mac|CAF	Mac|CD4.T	Mac|EC	Mac|Exhausted_CD8_T_cell	Mac|Fast_cycling	Mac|Fib	Mac|G0_arrested	Mac|Mac	Mac|Mast	Mac|Peri	Mac|Plas.B	Mac|Slow_cycling	Mac|TAM	Mac|Treg	Mac|cDC	Mac|pDC	Mast|Bcell	Mast|CAF	Mast|CD4.T	Mast|EC	Mast|Exhausted_CD8_T_cell	Mast|Fast_cycling	Mast|Fib	Mast|G0_arrested	Mast|Mac	Mast|Mast	Mast|Peri	Mast|Plas.B	Mast|Slow_cycling	Mast|TAM	Mast|Treg	Mast|cDC	Mast|pDC	Peri|Bcell	Peri|CAF	Peri|CD4.T	Peri|EC	Peri|Exhausted_CD8_T_cell	Peri|Fast_cycling	Peri|Fib	Peri|G0_arrested	Peri|Mac	Peri|Mast	Peri|Peri	Peri|Plas.B	Peri|Slow_cycling	Peri|TAM	Peri|Treg	Peri|cDC	Peri|pDC	Plas.B|Bcell	Plas.B|CAF	Plas.B|CD4.T	Plas.B|EC	Plas.B|Exhausted_CD8_T_cell	Plas.B|Fast_cycling	Plas.B|Fib	Plas.B|G0_arrested	Plas.B|Mac	Plas.B|Mast	Plas.B|Peri	Plas.B|Plas.B	Plas.B|Slow_cycling	Plas.B|TAM	Plas.B|Treg	Plas.B|cDC	Plas.B|pDC	Slow_cycling|Bcell	Slow_cycling|CAF	Slow_cycling|CD4.T	Slow_cycling|EC	Slow_cycling|Exhausted_CD8_T_cell	Slow_cycling|Fast_cycling	Slow_cycling|Fib	Slow_cycling|G0_arrested	Slow_cycling|Mac	Slow_cycling|Mast	Slow_cycling|Peri	Slow_cycling|Plas.B	Slow_cycling|Slow_cycling	Slow_cycling|TAM	Slow_cycling|Treg	Slow_cycling|cDC	Slow_cycling|pDC	TAM|Bcell	TAM|CAF	TAM|CD4.T	TAM|EC	TAM|Exhausted_CD8_T_cell	TAM|Fast_cycling	TAM|Fib	TAM|G0_arrested	TAM|Mac	TAM|Mast	TAM|Peri	TAM|Plas.B	TAM|Slow_cycling	TAM|TAM	TAM|Treg	TAM|cDC	TAM|pDC	Treg|Bcell	Treg|CAF	Treg|CD4.T	Treg|EC	Treg|Exhausted_CD8_T_cell	Treg|Fast_cycling	Treg|Fib	Treg|G0_arrested	Treg|Mac	Treg|Mast	Treg|Peri	Treg|Plas.B	Treg|Slow_cycling	Treg|TAM	Treg|Treg	Treg|cDC	Treg|pDC	cDC|Bcell	cDC|CAF	cDC|CD4.T	cDC|EC	cDC|Exhausted_CD8_T_cell	cDC|Fast_cycling	cDC|Fib	cDC|G0_arrested	cDC|Mac	cDC|Mast	cDC|Peri	cDC|Plas.B	cDC|Slow_cycling	cDC|TAM	cDC|Treg	cDC|cDC	cDC|pDC	pDC|Bcell	pDC|CAF	pDC|CD4.T	pDC|EC	pDC|Exhausted_CD8_T_cell	pDC|Fast_cycling	pDC|Fib	pDC|G0_arrested	pDC|Mac	pDC|Mast	pDC|Peri	pDC|Plas.B	pDC|Slow_cycling	pDC|TAM	pDC|Treg	pDC|cDC	pDC|pDC
CPI-CS093EF3F47	Glutamate_byGLS_and_SLC1A1_GRM7	complex:Glutamate_byGLS_and_SLC1A1	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0CDD9F86D	Glutamate_byGLS_and_SLC17A8_GRM7	complex:Glutamate_byGLS_and_SLC17A8	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0F37D7476	Glutamate_byGLS_and_SLC17A7_GRM7	complex:Glutamate_byGLS_and_SLC17A7	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS03DC684EF	Glutamate_byGLS2_and_SLC1A7_GRM6	complex:Glutamate_byGLS2_and_SLC1A7	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0764E52B3	Glutamate_byGLS2_and_SLC1A6_GRM6	complex:Glutamate_byGLS2_and_SLC1A6	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS09698412B	Glutamate_byGLS2_and_SLC1A3_GRM6	complex:Glutamate_byGLS2_and_SLC1A3	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS055AEE574	Glutamate_byGLS2_and_SLC1A2_GRM6	complex:Glutamate_byGLS2_and_SLC1A2	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS05610B89F	Glutamate_byGLS2_and_SLC1A1_GRM6	complex:Glutamate_byGLS2_and_SLC1A1	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0B8F51188	Glutamate_byGLS2_and_SLC17A8_GRM6	complex:Glutamate_byGLS2_and_SLC17A8	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0EC6271ED	Glutamate_byGLS2_and_SLC17A7_GRM6	complex:Glutamate_byGLS2_and_SLC17A7	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS070154D3B	Glutamate_byGLS_and_SLC1A7_GRM6	complex:Glutamate_byGLS_and_SLC1A7	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS07EF8D9C2	Glutamate_byGLS_and_SLC1A6_GRM7	complex:Glutamate_byGLS_and_SLC1A6	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS020F306DA	Glutamate_byGLS_and_SLC1A6_GRM6	complex:Glutamate_byGLS_and_SLC1A6	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0B90BEB16	Glutamate_byGLS_and_SLC1A2_GRM6	complex:Glutamate_byGLS_and_SLC1A2	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0A1A5DA91	Glutamate_byGLS_and_SLC1A1_GRM6	complex:Glutamate_byGLS_and_SLC1A1	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS07B0A120C	Glutamate_byGLS_and_SLC17A8_GRM6	complex:Glutamate_byGLS_and_SLC17A8	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0A5114B04	Glutamate_byGLS_and_SLC17A7_GRM6	complex:Glutamate_byGLS_and_SLC17A7	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS03B7CB71D	Glutamate_byGLS2_and_SLC1A7_GRM5	complex:Glutamate_byGLS2_and_SLC1A7	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0F106270D	Glutamate_byGLS2_and_SLC1A6_GRM5	complex:Glutamate_byGLS2_and_SLC1A6	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS03D684E7D	Glutamate_byGLS2_and_SLC1A3_GRM5	complex:Glutamate_byGLS2_and_SLC1A3	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS06CD4A71F	Glutamate_byGLS2_and_SLC1A2_GRM5	complex:Glutamate_byGLS2_and_SLC1A2	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS05B11F2F4	Glutamate_byGLS2_and_SLC1A1_GRM5	complex:Glutamate_byGLS2_and_SLC1A1	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0A5C5F9DF	Glutamate_byGLS2_and_SLC17A8_GRM5	complex:Glutamate_byGLS2_and_SLC17A8	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0BA5C6CCB	Glutamate_byGLS2_and_SLC17A7_GRM5	complex:Glutamate_byGLS2_and_SLC17A7	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS002ECD5B1	Glutamate_byGLS_and_SLC1A7_GRM5	complex:Glutamate_byGLS_and_SLC1A7	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0A5376E7A	Glutamate_byGLS_and_SLC1A6_GRM5	complex:Glutamate_byGLS_and_SLC1A6	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS002D05AD7	Glutamate_byGLS_and_SLC1A3_GRM6	complex:Glutamate_byGLS_and_SLC1A3	simple:O15303		GRM6	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0F4C33641	Glutamate_byGLS_and_SLC1A7_GRM7	complex:Glutamate_byGLS_and_SLC1A7	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS004BB0890	Glutamate_byGLS2_and_SLC17A7_GRM7	complex:Glutamate_byGLS2_and_SLC17A7	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS00B734C46	Glutamate_byGLS2_and_SLC17A8_GRM7	complex:Glutamate_byGLS2_and_SLC17A8	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-SC0CC98A4B4	MSTN_ACVR_1B2B_receptor	simple:O14793	complex:ACVR_1B2B_receptor	MSTN		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.678																																																																																																																																																																																																																																																																																																	
CPI-SC01987CF29	GDF3_ACVR_1B2B_receptor	simple:Q9NR23	complex:ACVR_1B2B_receptor	GDF3		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.678																																																																																																																																																																																																																																																																																																	
CPI-SC0002A7A8F	GDF11_ACVR_1B2B_receptor	simple:O95390	complex:ACVR_1B2B_receptor	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.678																																																																																																																																																																																																																																																																																																	
CPI-SC0A86600AA	GDF10_ACVR_1B2B_receptor	simple:P55107	complex:ACVR_1B2B_receptor	GDF10		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.678																																																																																																																																																																																																																																																																																																	
CPI-SS0E9F23560	TULP1_TYRO3	simple:O00294	simple:Q06418	TULP1	TYRO3	True	False	True	curated	False	Ligand-Receptor		1.678																																																																																																																																																																																																																																																																																																	
CPI-SS0BDA0E5E0	GAS6_TYRO3	simple:Q14393	simple:Q06418	GAS6	TYRO3	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	1.678																																																																																																																																																																																																																																																																																																	
CPI-CC0EA1D60C5	Glycine_bySHMT2_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.678																																																																																																																																																																																																																																																																																																	
CPI-CC054A40212	Glycine_bySHMT1_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT1_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.678																																																																																																																																																																																																																																																																																																	
CPI-CC00045ECF5	Glycine_bySHMT2_and_SLC6A9_Glycine_a1b_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a1b_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.678																																																																																																																																																																																																																																																																																																	
CPI-CC038A555FC	Glycine_bySHMT1_and_SLC6A9_Glycine_a1b_complex	complex:Glycine_bySHMT1_and_SLC6A9	complex:Glycine_a1b_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0180815DB	Glutamate_byGLS2_and_SLC1A7_GRM8	complex:Glutamate_byGLS2_and_SLC1A7	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0270ABC42	Glutamate_byGLS2_and_SLC1A6_GRM8	complex:Glutamate_byGLS2_and_SLC1A6	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0947C60AA	Glutamate_byGLS2_and_SLC1A3_GRM8	complex:Glutamate_byGLS2_and_SLC1A3	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0A2EDD507	Glutamate_byGLS2_and_SLC1A2_GRM8	complex:Glutamate_byGLS2_and_SLC1A2	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0A14FBC54	Glutamate_byGLS2_and_SLC1A1_GRM8	complex:Glutamate_byGLS2_and_SLC1A1	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS01BC2C4FF	Glutamate_byGLS2_and_SLC17A8_GRM8	complex:Glutamate_byGLS2_and_SLC17A8	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS00A95D069	Glutamate_byGLS2_and_SLC17A7_GRM8	complex:Glutamate_byGLS2_and_SLC17A7	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0279E4E92	Glutamate_byGLS_and_SLC1A7_GRM8	complex:Glutamate_byGLS_and_SLC1A7	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS08910752E	Glutamate_byGLS_and_SLC1A6_GRM8	complex:Glutamate_byGLS_and_SLC1A6	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS017089111	Glutamate_byGLS_and_SLC1A3_GRM8	complex:Glutamate_byGLS_and_SLC1A3	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0B9E5E3DB	Glutamate_byGLS_and_SLC1A2_GRM8	complex:Glutamate_byGLS_and_SLC1A2	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0BEF05FE2	Glutamate_byGLS_and_SLC1A1_GRM8	complex:Glutamate_byGLS_and_SLC1A1	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS008F12179	Glutamate_byGLS_and_SLC17A8_GRM8	complex:Glutamate_byGLS_and_SLC17A8	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS007F02C96	Glutamate_byGLS_and_SLC17A7_GRM8	complex:Glutamate_byGLS_and_SLC17A7	simple:O00222		GRM8	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS083EC4342	Glutamate_byGLS2_and_SLC1A7_GRM7	complex:Glutamate_byGLS2_and_SLC1A7	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS09E87611A	Glutamate_byGLS2_and_SLC1A6_GRM7	complex:Glutamate_byGLS2_and_SLC1A6	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0EFE72F4B	Glutamate_byGLS2_and_SLC1A3_GRM7	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0975DD44D	Glutamate_byGLS2_and_SLC1A2_GRM7	complex:Glutamate_byGLS2_and_SLC1A2	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS00061350E	Glutamate_byGLS2_and_SLC1A1_GRM7	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q14831		GRM7	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0305D24F6	Glutamate_byGLS_and_SLC1A3_GRM5	complex:Glutamate_byGLS_and_SLC1A3	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS04A0AEE4C	Glutamate_byGLS_and_SLC1A2_GRM5	complex:Glutamate_byGLS_and_SLC1A2	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0EECB890E	Glutamate_byGLS_and_SLC1A1_GRM5	complex:Glutamate_byGLS_and_SLC1A1	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS094459C68	Glutamate_byGLS_and_SLC17A8_GRM5	complex:Glutamate_byGLS_and_SLC17A8	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0286AF8D6	Glutamate_byGLS2_and_SLC1A1_GRM2	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS090CDDA91	Glutamate_byGLS2_and_SLC17A8_GRM2	complex:Glutamate_byGLS2_and_SLC17A8	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0EC77FC9C	Glutamate_byGLS2_and_SLC17A7_GRM2	complex:Glutamate_byGLS2_and_SLC17A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0CA04CA30	Glutamate_byGLS_and_SLC1A7_GRM2	complex:Glutamate_byGLS_and_SLC1A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0CD4875F8	Glutamate_byGLS_and_SLC1A6_GRM2	complex:Glutamate_byGLS_and_SLC1A6	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS077A43ACD	Glutamate_byGLS_and_SLC1A3_GRM2	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS08C7956BD	Glutamate_byGLS_and_SLC1A2_GRM2	complex:Glutamate_byGLS_and_SLC1A2	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS099892F99	Glutamate_byGLS_and_SLC1A1_GRM2	complex:Glutamate_byGLS_and_SLC1A1	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS00F7ADF6B	Glutamate_byGLS_and_SLC17A8_GRM2	complex:Glutamate_byGLS_and_SLC17A8	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS046DB98C7	Glutamate_byGLS_and_SLC17A7_GRM2	complex:Glutamate_byGLS_and_SLC17A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0AF8F897B	Glutamate_byGLS2_and_SLC1A7_GRM1	complex:Glutamate_byGLS2_and_SLC1A7	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0C7C7DD02	Glutamate_byGLS2_and_SLC1A6_GRM1	complex:Glutamate_byGLS2_and_SLC1A6	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS09CF4D275	Glutamate_byGLS2_and_SLC1A3_GRM1	complex:Glutamate_byGLS2_and_SLC1A3	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS070B19B57	Glutamate_byGLS2_and_SLC1A2_GRM1	complex:Glutamate_byGLS2_and_SLC1A2	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS089C871BA	Glutamate_byGLS2_and_SLC1A1_GRM1	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0416CB0F5	Glutamate_byGLS2_and_SLC17A8_GRM1	complex:Glutamate_byGLS2_and_SLC17A8	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS059F4ED23	Glutamate_byGLS2_and_SLC17A7_GRM1	complex:Glutamate_byGLS2_and_SLC17A7	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS0F62789CF	Glutamate_byGLS_and_SLC1A7_GRM1	complex:Glutamate_byGLS_and_SLC1A7	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS052714C89	Glutamate_byGLS_and_SLC1A6_GRM1	complex:Glutamate_byGLS_and_SLC1A6	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
CPI-CS06BDC8BFA	Glutamate_byGLS_and_SLC1A3_GRM1	complex:Glutamate_byGLS_and_SLC1A3	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.678																																																																																																																																																																																																																																																																																																	
